PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
-6.427011658948179,2.0155856352314623,4.67108351629491,12.509197060263046,-5.508854687407716,-5.054681045354519,6.336339535266487,-6.067665474986064,4.7086612726818275,-3.8860171665353658,1.3384180013645361,-0.36117760974550067,-2.101809488884179,-0.49568894592376167,-6.233689147157232,0.24917017585746995,-5.746105178147724,1.7169047653306506,-2.7869740646606807,-1.2642544403719742,0.2973383454707804,0.8794500158283748,-1.2275960288790624,4.058505026088333,-3.4934382311477736,1.0188741871831057,-3.22213346005545,-1.6181334989301097,-0.4496017610890939,-2.979893066135695,-0.3406171444217434,2.139856037981523,-2.612377861762289,-2.633745166790354
-3.75542019713244,-0.6326376417810662,8.202462519250174,6.704702063214332,-6.014139957539723,-8.743216730855922,5.303667076792751,-3.3177304726540355,-0.5101688881233435,-0.17835927660140227,3.6561034525046163,-5.408709706652336,-0.9334778065393259,7.290387659828557,-0.4276405462614404,2.7919149748386274,1.1236856540540356,0.7999608606331768,1.0268160088787406,5.696115122769501,4.8261236469651445,-0.4769768611149223,2.1413745611933743,-2.358513674860011,-1.1187689279721704,-0.22509574615385952,-4.529909192524307,1.1781039156734059,1.9718710518948692,-0.12488738297632232,5.875024988427179,-0.26765055766286766,-1.0838083655497035,5.979579338649492
-13.324860753475795,-5.3936013156913996,-3.33446985415468,-6.1738104513306045,5.7281988640897525,-0.37573556085844634,1.9298547900626084,3.514404660816066,10.285464591601702,-16.192362247173733,-8.99709682688444,8.668620014997767,3.4256754942544805,3.0839178439018577,5.529871070366548,0.6258907260179886,0.7490238763860056,-3.4703395596280076,-3.0366548328213954,10.129135360298271,4.2359498592729095,1.4798109724878126,-2.2069641791813495,2.796539120792963,-6.32829310963982,-2.3572588150394127,-3.3572268493672865,-1.5259725911099213,-0.9583489196314173,-1.058003851502332,0.5567510164158247,3.128316172294692,-0.2594560027571949,-1.5320476520517556
-14.049378635316534,-0.3119481848899474,0.7132596912308607,-7.217592395251706,6.575971643985764,9.70428784531254,-1.1121252042041356,-1.2439269621466156,3.5132216470181903,-7.455671031159914,8.350462650406598,4.903746038725697,5.4649644232979675,-7.735358005334016,-12.410993104456358,4.230916246471974,5.322834125974835,-2.8641242197312424,6.680570899219435,-3.32520256833745,-1.9351930635742631,3.740842309045422,-0.6983527857733992,2.6018624547959734,-2.5165283119407844,-2.726474278477235,3.2934070629478245,1.93682520724162,1.2176383876520323,4.203106231091908,0.9717358953681692,0.33935171238950185,1.40070025040074,0.5187480080861288
2.5829730706597167,-12.97125787296317,-15.042254535556067,5.491012491040004,12.28169580505178,-0.719603641608027,7.014566582267114,-3.55740751455187,8.01474760782368,5.336048123388162,6.515565049716478,-0.1415251395670492,-10.33473821330604,7.376233234528917,0.9564708618087199,7.804829061168859,3.5067465562366134,-3.1989999739449493,0.6309053032500153,2.4850294790069305,-4.381966547173113,-7.998428523564554,5.593588056484018,4.9206940798710805,1.8026249141783397,1.6046448168259189,5.197205658542342,-2.9047842543503037,3.335888898755851,-3.3027170920762767,0.21497638652335904,3.165701552608148,-0.13581334881786236,-0.16869933250183677
15.764980462265656,3.917570460167835,8.403211801012326,0.6561183162864286,3.0140907233026275,-5.5916538874287705,-9.236025707884833,9.404288125636768,-7.371347800461539,3.7278406852556456,5.990327665626269,10.454679161770077,-1.809337204586235,3.014648451461196,0.31277142225299237,4.525667314436505,-0.9649218324073415,-4.364041229864217,2.674689719374023,1.8980856671109148,-4.1034503364263415,4.431523595638903,-0.020973574653888123,-1.8880990262936856,-8.329709725192702,7.71526974097434,-0.19611780435412468,0.4862425309924575,1.2682218987215335,3.551739525444281,0.6468285176838147,1.481499338718644,-7.298658433176266,0.40356050795842974
8.80156350169342,-4.567787938374619,-3.928292227442248,7.713547373514449,-1.1631610702166442,-5.470668080413426,-9.846153776204382,3.133375467970562,2.2206870456095262,-3.8666100689589356,3.6444728311330166,0.8367095851607913,2.01119439032229,-4.225281990925914,5.973908044613349,-7.632236480218696,3.2065613491280676,-2.469815432841656,-6.637003911027988,3.590363423482081,2.3748166594501585,4.115926046143018,-3.0826149255282616,0.26253470961598385,8.524099772807688,1.1538146469041262,1.6206355582633227,-6.226125436026481,-2.18637997252079,-3.5798060805820837,-3.3950353335171504,-0.17838654711338425,-2.2878597072333515,3.9079801819718964
10.7903586338851,-10.632652100988949,-8.4718727149546,3.826887389511573,9.43010695228235,4.848231490100704,5.523036296657278,-5.065413561632312,8.874979750114312,4.397260078048306,0.7111015908292019,1.8489709109629702,-9.12343895735559,-2.4334574789569965,3.832665944211637,2.606247587531377,-1.5789659279856607,0.8581078864033784,2.938892688543239,-2.521479213001084,0.9812887794127977,6.970468264778596,-5.63221846382544,-5.648032212087084,-2.840590183654057,-1.3189547842378626,-4.945224876265777,-2.7547254945664483,0.12477039139441663,3.438864925810461,1.0962532263879334,-7.347892683148842,3.832502329062181,3.1191894983972035
6.503365036563505,2.2324461808900855,8.998058577077636,-0.5007125583290511,6.242492397678144,-0.5211281626857172,1.1003308889623846,-1.7095164669613554,-4.64041535867971,2.7154062590599564,7.30183948632631,3.8754649088263835,3.485400393502059,-10.647548565152936,-0.08296784141726857,0.8627250172826879,5.397337787448114,10.233943240460224,-0.6684900281959169,12.271259196449497,-0.8777703323614215,-6.946368825383337,-0.8008355457886382,-6.5464979503817915,-2.3341515837214897,-2.4431100695857197,2.2912014127117635,1.2415207090360372,-0.40328221515841456,-5.996103019460695,1.461536728051838,-3.9910344700947475,1.2524958234756711,-3.705123890276626
-6.4964444082005475,4.0587266829017885,-3.0767680199636143,-3.5349224486857036,-10.037689613184641,-10.927049806312779,6.142020601824301,10.49956633612866,0.8875238095529879,0.2424656323434329,4.824015972178296,-2.258467136623794,-4.567615326007247,1.7592869681592118,0.728414587518555,-4.3149436214956305,8.999321938828867,10.44442986716487,-1.074704412982856,-3.2825371928575535,-3.3253954417484217,-5.388692924167819,-9.608351002920703,4.864860772337253,-1.2416372852451327,2.2677241686336904,-3.4289691225151886,-1.763662696882915,-0.15931315006168079,6.600494374899661,0.9188996225890008,-0.03466408380589931,1.1708011741452384,-1.901550018156082
